HEDGE_ESTIMATOR,ADAPTIVE_START_DAY,POSITION_SIZE,OPTIMIZATION_TARGET,STATIC_PARAMS.HEDGE_ESTIMATOR,STATIC_PARAMS.ZSCORE_LOOKBACK,STATIC_PARAMS.ENTRY_THRESHOLD,STATIC_PARAMS.STOP_LOSS_THRESHOLD,STATIC_PARAMS.POSITION_SIZE,STATIC_PARAMS.ADAPTIVE_START_DAY,ADAPTIVE_PARAMS.HEDGE_ESTIMATOR,ADAPTIVE_PARAMS.ZSCORE_LOOKBACK,ADAPTIVE_PARAMS.ENTRY_THRESHOLD,ADAPTIVE_PARAMS.STOP_LOSS_THRESHOLD,ADAPTIVE_PARAMS.POSITION_SIZE,ADAPTIVE_PARAMS.ADAPTIVE_START_DAY,score
bayesian,501,10000,STATIC,bayesian,90,1.75,1.0,10000,501,bayesian,90,1.75,1.0,10000,501,-23.52064673367086
bayesian,501,10000,STATIC,bayesian,30,0.25,2.5,10000,501,bayesian,30,0.25,2.5,10000,501,-23.530886606843133
ols,501,10000,STATIC,ols,90,1.75,1.0,10000,501,ols,90,1.75,1.0,10000,501,-23.583149459013015
lasso,501,10000,STATIC,lasso,80,1.25,1.0,10000,501,lasso,80,1.25,1.0,10000,501,-23.58652113140264
ridge,501,10000,STATIC,ridge,90,1.75,1.0,10000,501,ridge,90,1.75,1.0,10000,501,-23.58716331136828
ridge,501,10000,STATIC,ridge,60,1.5,1.5,10000,501,ridge,60,1.5,1.5,10000,501,-23.608536947766048
bayesian,501,10000,STATIC,bayesian,40,0.25,3.0,10000,501,bayesian,40,0.25,3.0,10000,501,-23.615421685691608
ridge,501,10000,STATIC,ridge,150,1.5,1.0,10000,501,ridge,150,1.5,1.0,10000,501,-23.650456957106382
ols,501,10000,STATIC,ols,90,0.25,1.0,10000,501,ols,90,0.25,1.0,10000,501,-23.653523135652577
bayesian,501,10000,STATIC,bayesian,100,1.75,1.0,10000,501,bayesian,100,1.75,1.0,10000,501,-23.667090448959506
ols,501,10000,STATIC,ols,150,1.5,1.0,10000,501,ols,150,1.5,1.0,10000,501,-23.732519727609592
lasso,501,10000,STATIC,lasso,30,1.5,3.0,10000,501,lasso,30,1.5,3.0,10000,501,-23.73384874269675
lasso,501,10000,STATIC,lasso,130,1.75,1.0,10000,501,lasso,130,1.75,1.0,10000,501,-23.741625619689643
ridge,501,10000,STATIC,ridge,120,1.75,1.0,10000,501,ridge,120,1.75,1.0,10000,501,-23.755779219698532
ols,501,10000,STATIC,ols,120,1.75,1.0,10000,501,ols,120,1.75,1.0,10000,501,-23.75841350162235
bayesian,501,10000,STATIC,bayesian,70,2.0,1.5,10000,501,bayesian,70,2.0,1.5,10000,501,-23.79580076308378
bayesian,501,10000,STATIC,bayesian,140,0.5,1.0,10000,501,bayesian,140,0.5,1.0,10000,501,-23.81443573070206
bayesian,501,10000,STATIC,bayesian,30,0.25,3.5,10000,501,bayesian,30,0.25,3.5,10000,501,-23.827276977657363
lasso,501,10000,STATIC,lasso,70,1.25,1.5,10000,501,lasso,70,1.25,1.5,10000,501,-23.842299593892427
bayesian,501,10000,STATIC,bayesian,30,1.5,2.5,10000,501,bayesian,30,1.5,2.5,10000,501,-23.855858859474594
ridge,501,10000,STATIC,ridge,30,0.25,4.0,10000,501,ridge,30,0.25,4.0,10000,501,-23.86067212613701
ols,501,10000,STATIC,ols,30,0.25,4.0,10000,501,ols,30,0.25,4.0,10000,501,-23.897792669442097
lasso,501,10000,STATIC,lasso,140,1.75,1.0,10000,501,lasso,140,1.75,1.0,10000,501,-23.91397840994359
lasso,501,10000,STATIC,lasso,30,1.25,4.0,10000,501,lasso,30,1.25,4.0,10000,501,-23.917594329795563
ols,501,10000,STATIC,ols,100,1.75,1.0,10000,501,ols,100,1.75,1.0,10000,501,-23.98524773641056
ridge,501,10000,STATIC,ridge,100,1.75,1.0,10000,501,ridge,100,1.75,1.0,10000,501,-23.98885068116787
bayesian,501,10000,STATIC,bayesian,150,0.75,1.0,10000,501,bayesian,150,0.75,1.0,10000,501,-23.99527258222546
bayesian,501,10000,STATIC,bayesian,130,1.75,1.0,10000,501,bayesian,130,1.75,1.0,10000,501,-24.025862553380136
lasso,501,10000,STATIC,lasso,30,0.25,2.5,10000,501,lasso,30,0.25,2.5,10000,501,-24.033410870235947
bayesian,501,10000,STATIC,bayesian,150,1.5,1.0,10000,501,bayesian,150,1.5,1.0,10000,501,-24.10775171079304
lasso,501,10000,STATIC,lasso,30,0.25,3.5,10000,501,lasso,30,0.25,3.5,10000,501,-24.12633136583709
lasso,501,10000,STATIC,lasso,110,1.5,1.0,10000,501,lasso,110,1.5,1.0,10000,501,-24.161928465479004
lasso,501,10000,STATIC,lasso,70,0.75,1.0,10000,501,lasso,70,0.75,1.0,10000,501,-24.189665354569478
ols,501,10000,STATIC,ols,70,2.0,1.5,10000,501,ols,70,2.0,1.5,10000,501,-24.191641325104865
bayesian,501,10000,STATIC,bayesian,120,1.75,1.0,10000,501,bayesian,120,1.75,1.0,10000,501,-24.24312575788316
ridge,501,10000,STATIC,ridge,70,2.0,1.5,10000,501,ridge,70,2.0,1.5,10000,501,-24.248741995351654
ols,501,10000,STATIC,ols,30,1.25,4.0,10000,501,ols,30,1.25,4.0,10000,501,-24.2524472450353
lasso,501,10000,STATIC,lasso,40,1.25,3.0,10000,501,lasso,40,1.25,3.0,10000,501,-24.253619063387767
ridge,501,10000,STATIC,ridge,30,1.25,4.0,10000,501,ridge,30,1.25,4.0,10000,501,-24.25930061075451
ols,501,10000,STATIC,ols,40,1.25,3.0,10000,501,ols,40,1.25,3.0,10000,501,-24.27126695480053
ridge,501,10000,STATIC,ridge,120,1.5,1.0,10000,501,ridge,120,1.5,1.0,10000,501,-24.27383654361149
ridge,501,10000,STATIC,ridge,40,1.25,3.0,10000,501,ridge,40,1.25,3.0,10000,501,-24.274827702271953
ols,501,10000,STATIC,ols,120,1.5,1.0,10000,501,ols,120,1.5,1.0,10000,501,-24.28230359362818
lasso,501,10000,STATIC,lasso,140,0.5,1.0,10000,501,lasso,140,0.5,1.0,10000,501,-24.32445730838325
ols,501,10000,STATIC,ols,30,1.5,3.5,10000,501,ols,30,1.5,3.5,10000,501,-24.33327982567352
ridge,501,10000,STATIC,ridge,30,1.5,3.5,10000,501,ridge,30,1.5,3.5,10000,501,-24.33456664229569
bayesian,501,10000,STATIC,bayesian,30,1.5,3.5,10000,501,bayesian,30,1.5,3.5,10000,501,-24.372423800825366
ols,501,10000,STATIC,ols,70,1.25,1.5,10000,501,ols,70,1.25,1.5,10000,501,-24.398404824123755
bayesian,501,10000,STATIC,bayesian,60,1.5,1.5,10000,501,bayesian,60,1.5,1.5,10000,501,-24.48059201628271
bayesian,501,10000,STATIC,bayesian,30,1.25,3.5,10000,501,bayesian,30,1.25,3.5,10000,501,-24.518754691745432
lasso,501,10000,STATIC,lasso,50,1.25,1.5,10000,501,lasso,50,1.25,1.5,10000,501,-24.56781509379565
bayesian,501,10000,STATIC,bayesian,90,1.5,1.0,10000,501,bayesian,90,1.5,1.0,10000,501,-24.57703846232868
ridge,501,10000,STATIC,ridge,70,1.25,1.5,10000,501,ridge,70,1.25,1.5,10000,501,-24.626050283200332
bayesian,501,10000,STATIC,bayesian,130,0.5,1.0,10000,501,bayesian,130,0.5,1.0,10000,501,-24.723800535957338
bayesian,501,10000,STATIC,bayesian,30,1.25,2.5,10000,501,bayesian,30,1.25,2.5,10000,501,-24.746435398555597
ridge,501,10000,STATIC,ridge,140,1.75,1.0,10000,501,ridge,140,1.75,1.0,10000,501,-24.853099644238206
ols,501,10000,STATIC,ols,140,1.75,1.0,10000,501,ols,140,1.75,1.0,10000,501,-24.857303280853046
bayesian,501,10000,STATIC,bayesian,110,0.25,1.0,10000,501,bayesian,110,0.25,1.0,10000,501,-24.85888186220319
lasso,501,10000,STATIC,lasso,50,0.25,1.5,10000,501,lasso,50,0.25,1.5,10000,501,-24.858996257683728
lasso,501,10000,STATIC,lasso,40,0.25,3.0,10000,501,lasso,40,0.25,3.0,10000,501,-24.89047733135203
lasso,501,10000,STATIC,lasso,40,1.0,3.0,10000,501,lasso,40,1.0,3.0,10000,501,-24.915382980924242
bayesian,501,10000,STATIC,bayesian,140,1.75,1.0,10000,501,bayesian,140,1.75,1.0,10000,501,-24.938656762997166
ridge,501,10000,STATIC,ridge,30,0.25,3.5,10000,501,ridge,30,0.25,3.5,10000,501,-24.97003265333674
bayesian,501,10000,STATIC,bayesian,50,1.75,2.0,10000,501,bayesian,50,1.75,2.0,10000,501,-24.98771224151388
ols,501,10000,STATIC,ols,30,0.25,3.5,10000,501,ols,30,0.25,3.5,10000,501,-25.007135300738476
lasso,501,10000,STATIC,lasso,30,1.25,3.5,10000,501,lasso,30,1.25,3.5,10000,501,-25.012982124927305
ols,501,10000,STATIC,ols,110,1.75,1.5,10000,501,ols,110,1.75,1.5,10000,501,-25.015064111482374
ridge,501,10000,STATIC,ridge,60,1.25,1.5,10000,501,ridge,60,1.25,1.5,10000,501,-25.065923747803858
bayesian,501,10000,STATIC,bayesian,80,1.25,1.0,10000,501,bayesian,80,1.25,1.0,10000,501,-25.15527619579889
ols,501,10000,STATIC,ols,110,1.75,1.0,10000,501,ols,110,1.75,1.0,10000,501,-25.159197064639784
ridge,501,10000,STATIC,ridge,110,1.75,1.0,10000,501,ridge,110,1.75,1.0,10000,501,-25.161396357489423
bayesian,501,10000,STATIC,bayesian,70,1.25,1.5,10000,501,bayesian,70,1.25,1.5,10000,501,-25.18511421390516
ols,501,10000,STATIC,ols,60,1.5,1.5,10000,501,ols,60,1.5,1.5,10000,501,-25.194813609982624
ridge,501,10000,STATIC,ridge,110,1.75,1.5,10000,501,ridge,110,1.75,1.5,10000,501,-25.26925635255959
ridge,501,10000,STATIC,ridge,30,0.5,4.0,10000,501,ridge,30,0.5,4.0,10000,501,-25.276316346750747
ols,501,10000,STATIC,ols,40,1.75,2.0,10000,501,ols,40,1.75,2.0,10000,501,-25.29199351096358
ridge,501,10000,STATIC,ridge,40,1.75,2.0,10000,501,ridge,40,1.75,2.0,10000,501,-25.29531533758073
lasso,501,10000,STATIC,lasso,30,2.0,1.5,10000,501,lasso,30,2.0,1.5,10000,501,-25.308389655489933
lasso,501,10000,STATIC,lasso,150,0.5,1.0,10000,501,lasso,150,0.5,1.0,10000,501,-25.312152718756717
ols,501,10000,STATIC,ols,30,0.5,4.0,10000,501,ols,30,0.5,4.0,10000,501,-25.312492846325863
ols,501,10000,STATIC,ols,30,1.25,3.5,10000,501,ols,30,1.25,3.5,10000,501,-25.351352646571332
ridge,501,10000,STATIC,ridge,30,1.25,3.5,10000,501,ridge,30,1.25,3.5,10000,501,-25.358203739951705
ridge,501,10000,STATIC,ridge,130,1.25,1.0,10000,501,ridge,130,1.25,1.0,10000,501,-25.362555807284103
ols,501,10000,STATIC,ols,130,1.25,1.0,10000,501,ols,130,1.25,1.0,10000,501,-25.36420304530004
lasso,501,10000,STATIC,lasso,90,1.75,1.0,10000,501,lasso,90,1.75,1.0,10000,501,-25.368499921905705
ridge,501,10000,STATIC,ridge,70,2.0,1.0,10000,501,ridge,70,2.0,1.0,10000,501,-25.368568577003245
bayesian,501,10000,STATIC,bayesian,70,2.0,1.0,10000,501,bayesian,70,2.0,1.0,10000,501,-25.428099943261063
ols,501,10000,STATIC,ols,100,1.75,1.5,10000,501,ols,100,1.75,1.5,10000,501,-25.43478169618956
bayesian,501,10000,STATIC,bayesian,50,0.5,1.0,10000,501,bayesian,50,0.5,1.0,10000,501,-25.44612065656518
ridge,501,10000,STATIC,ridge,100,1.75,1.5,10000,501,ridge,100,1.75,1.5,10000,501,-25.49700599922795
ols,501,10000,STATIC,ols,70,2.0,1.0,10000,501,ols,70,2.0,1.0,10000,501,-25.50337781665379
ols,501,10000,STATIC,ols,60,1.25,1.5,10000,501,ols,60,1.25,1.5,10000,501,-25.521897536867048
bayesian,501,10000,STATIC,bayesian,30,0.25,3.0,10000,501,bayesian,30,0.25,3.0,10000,501,-25.574745778397116
lasso,501,10000,STATIC,lasso,40,1.75,2.0,10000,501,lasso,40,1.75,2.0,10000,501,-25.582439056285192
lasso,501,10000,STATIC,lasso,70,2.0,1.5,10000,501,lasso,70,2.0,1.5,10000,501,-25.60119185176496
bayesian,501,10000,STATIC,bayesian,110,1.75,1.0,10000,501,bayesian,110,1.75,1.0,10000,501,-25.602385693636172
lasso,501,10000,STATIC,lasso,120,1.75,1.0,10000,501,lasso,120,1.75,1.0,10000,501,-25.606618028495
ridge,501,10000,STATIC,ridge,90,0.25,1.0,10000,501,ridge,90,0.25,1.0,10000,501,-25.60715115190431
ols,501,10000,STATIC,ols,30,1.5,2.5,10000,501,ols,30,1.5,2.5,10000,501,-25.627750325240324
ridge,501,10000,STATIC,ridge,30,1.5,2.5,10000,501,ridge,30,1.5,2.5,10000,501,-25.629583708535993
lasso,501,10000,STATIC,lasso,140,1.25,1.0,10000,501,lasso,140,1.25,1.0,10000,501,-25.640978903208016
bayesian,501,10000,STATIC,bayesian,70,1.75,1.0,10000,501,bayesian,70,1.75,1.0,10000,501,-25.666778787528607
lasso,501,10000,STATIC,lasso,80,1.75,1.5,10000,501,lasso,80,1.75,1.5,10000,501,-25.681302355407105
bayesian,501,10000,STATIC,bayesian,150,0.5,1.0,10000,501,bayesian,150,0.5,1.0,10000,501,-25.718504129020424
bayesian,501,10000,STATIC,bayesian,100,1.75,1.5,10000,501,bayesian,100,1.75,1.5,10000,501,-25.744434410923994
lasso,501,10000,STATIC,lasso,30,1.25,2.5,10000,501,lasso,30,1.25,2.5,10000,501,-25.772599408068086
bayesian,501,10000,STATIC,bayesian,110,1.75,1.5,10000,501,bayesian,110,1.75,1.5,10000,501,-25.793677533960924
ols,501,10000,STATIC,ols,80,1.5,1.5,10000,501,ols,80,1.5,1.5,10000,501,-25.860631329838235
lasso,501,10000,STATIC,lasso,30,0.25,3.0,10000,501,lasso,30,0.25,3.0,10000,501,-25.86342553168777
bayesian,501,10000,STATIC,bayesian,80,1.75,1.5,10000,501,bayesian,80,1.75,1.5,10000,501,-25.911394778553312
lasso,501,10000,STATIC,lasso,30,0.5,4.0,10000,501,lasso,30,0.5,4.0,10000,501,-25.918597415863516
lasso,501,10000,STATIC,lasso,150,1.5,1.0,10000,501,lasso,150,1.5,1.0,10000,501,-25.975808669274095
bayesian,501,10000,STATIC,bayesian,30,0.5,4.0,10000,501,bayesian,30,0.5,4.0,10000,501,-25.986070622371063
ols,501,10000,STATIC,ols,30,1.5,3.0,10000,501,ols,30,1.5,3.0,10000,501,-26.01568717738011
ridge,501,10000,STATIC,ridge,30,1.5,3.0,10000,501,ridge,30,1.5,3.0,10000,501,-26.01673323967136
lasso,501,10000,STATIC,lasso,120,1.0,1.0,10000,501,lasso,120,1.0,1.0,10000,501,-26.02060399240949
bayesian,501,10000,STATIC,bayesian,30,1.5,3.0,10000,501,bayesian,30,1.5,3.0,10000,501,-26.02091053018119
lasso,501,10000,STATIC,lasso,30,2.0,2.0,10000,501,lasso,30,2.0,2.0,10000,501,-26.051888323816804
ridge,501,10000,STATIC,ridge,40,2.25,2.0,10000,501,ridge,40,2.25,2.0,10000,501,-26.112829701555242
ridge,501,10000,STATIC,ridge,70,1.75,1.0,10000,501,ridge,70,1.75,1.0,10000,501,-26.130992989771293
ols,501,10000,STATIC,ols,70,1.75,1.0,10000,501,ols,70,1.75,1.0,10000,501,-26.131347811653498
ridge,501,10000,STATIC,ridge,90,1.25,1.0,10000,501,ridge,90,1.25,1.0,10000,501,-26.150541826017346
ols,501,10000,STATIC,ols,90,1.25,1.0,10000,501,ols,90,1.25,1.0,10000,501,-26.158975898374596
lasso,501,10000,STATIC,lasso,110,1.75,1.5,10000,501,lasso,110,1.75,1.5,10000,501,-26.187400404631695
bayesian,501,10000,STATIC,bayesian,30,1.25,3.0,10000,501,bayesian,30,1.25,3.0,10000,501,-26.210228439085896
lasso,501,10000,STATIC,lasso,70,0.5,1.0,10000,501,lasso,70,0.5,1.0,10000,501,-26.238847129200966
ridge,501,10000,STATIC,ridge,30,0.25,2.5,10000,501,ridge,30,0.25,2.5,10000,501,-26.244929098555275
ols,501,10000,STATIC,ols,40,2.25,2.0,10000,501,ols,40,2.25,2.0,10000,501,-26.265427269080696
ols,501,10000,STATIC,ols,30,0.25,2.5,10000,501,ols,30,0.25,2.5,10000,501,-26.27860882217337
lasso,501,10000,STATIC,lasso,40,1.5,2.0,10000,501,lasso,40,1.5,2.0,10000,501,-26.28724702138733
lasso,501,10000,STATIC,lasso,120,1.25,1.0,10000,501,lasso,120,1.25,1.0,10000,501,-26.33646755119373
ols,501,10000,STATIC,ols,90,0.5,1.0,10000,501,ols,90,0.5,1.0,10000,501,-26.36483620714629
ridge,501,10000,STATIC,ridge,30,0.5,3.5,10000,501,ridge,30,0.5,3.5,10000,501,-26.382572103823552
ols,501,10000,STATIC,ols,30,0.5,3.5,10000,501,ols,30,0.5,3.5,10000,501,-26.418730021301787
ridge,501,10000,STATIC,ridge,80,1.5,1.5,10000,501,ridge,80,1.5,1.5,10000,501,-26.503604515486053
lasso,501,10000,STATIC,lasso,30,0.75,4.0,10000,501,lasso,30,0.75,4.0,10000,501,-26.508943179297138
bayesian,501,10000,STATIC,bayesian,140,1.25,1.0,10000,501,bayesian,140,1.25,1.0,10000,501,-26.509106805310758
lasso,501,10000,STATIC,lasso,130,0.75,1.0,10000,501,lasso,130,0.75,1.0,10000,501,-26.512676548116833
ridge,501,10000,STATIC,ridge,40,2.0,1.5,10000,501,ridge,40,2.0,1.5,10000,501,-26.56782624767751
ols,501,10000,STATIC,ols,40,2.0,1.5,10000,501,ols,40,2.0,1.5,10000,501,-26.578115955400406
ridge,501,10000,STATIC,ridge,30,0.75,4.0,10000,501,ridge,30,0.75,4.0,10000,501,-26.620464270606604
lasso,501,10000,STATIC,lasso,70,1.75,1.0,10000,501,lasso,70,1.75,1.0,10000,501,-26.68727594570759
lasso,501,10000,STATIC,lasso,30,1.25,3.0,10000,501,lasso,30,1.25,3.0,10000,501,-26.68915618827834
ridge,501,10000,STATIC,ridge,30,0.25,3.0,10000,501,ridge,30,0.25,3.0,10000,501,-26.70693855432109
bayesian,501,10000,STATIC,bayesian,130,1.25,1.0,10000,501,bayesian,130,1.25,1.0,10000,501,-26.714638754539642
ols,501,10000,STATIC,ols,30,0.25,3.0,10000,501,ols,30,0.25,3.0,10000,501,-26.744015065476624
bayesian,501,10000,STATIC,bayesian,30,0.5,2.5,10000,501,bayesian,30,0.5,2.5,10000,501,-26.77802627527618
bayesian,501,10000,STATIC,bayesian,40,0.5,2.0,10000,501,bayesian,40,0.5,2.0,10000,501,-26.779050828178313
ols,501,10000,STATIC,ols,30,0.75,4.0,10000,501,ols,30,0.75,4.0,10000,501,-26.883645393508353
lasso,501,10000,STATIC,lasso,40,0.5,2.0,10000,501,lasso,40,0.5,2.0,10000,501,-26.884220233543545
lasso,501,10000,STATIC,lasso,30,0.5,2.5,10000,501,lasso,30,0.5,2.5,10000,501,-26.94650987723071
lasso,501,10000,STATIC,lasso,60,1.5,1.5,10000,501,lasso,60,1.5,1.5,10000,501,-26.952747513285384
lasso,501,10000,STATIC,lasso,130,0.5,1.0,10000,501,lasso,130,0.5,1.0,10000,501,-27.005950382261293
ridge,501,10000,STATIC,ridge,50,1.0,1.5,10000,501,ridge,50,1.0,1.5,10000,501,-27.020140008372962
lasso,501,10000,STATIC,lasso,30,0.5,3.5,10000,501,lasso,30,0.5,3.5,10000,501,-27.020858550817017
ols,501,10000,STATIC,ols,30,1.25,3.0,10000,501,ols,30,1.25,3.0,10000,501,-27.03737167287686
ridge,501,10000,STATIC,ridge,30,1.25,3.0,10000,501,ridge,30,1.25,3.0,10000,501,-27.043425380776895
bayesian,501,10000,STATIC,bayesian,30,0.5,3.5,10000,501,bayesian,30,0.5,3.5,10000,501,-27.090044533918658
ols,501,10000,STATIC,ols,50,1.0,1.5,10000,501,ols,50,1.0,1.5,10000,501,-27.109858867402984
ols,501,10000,STATIC,ols,30,1.25,2.5,10000,501,ols,30,1.25,2.5,10000,501,-27.154794625447405
ridge,501,10000,STATIC,ridge,30,1.25,2.5,10000,501,ridge,30,1.25,2.5,10000,501,-27.161632770726374
lasso,501,10000,STATIC,lasso,110,1.75,1.0,10000,501,lasso,110,1.75,1.0,10000,501,-27.192687794057527
bayesian,501,10000,STATIC,bayesian,30,0.75,4.0,10000,501,bayesian,30,0.75,4.0,10000,501,-27.231486917000495
ols,501,10000,STATIC,ols,30,2.0,2.0,10000,501,ols,30,2.0,2.0,10000,501,-27.23853144863822
ridge,501,10000,STATIC,ridge,30,2.0,2.0,10000,501,ridge,30,2.0,2.0,10000,501,-27.240370876007383
lasso,501,10000,STATIC,lasso,130,1.5,1.0,10000,501,lasso,130,1.5,1.0,10000,501,-27.27262048997184
ols,501,10000,STATIC,ols,80,1.75,1.0,10000,501,ols,80,1.75,1.0,10000,501,-27.273205597183
ridge,501,10000,STATIC,ridge,80,1.75,1.0,10000,501,ridge,80,1.75,1.0,10000,501,-27.27817434308698
lasso,501,10000,STATIC,lasso,90,1.5,1.0,10000,501,lasso,90,1.5,1.0,10000,501,-27.338616690985255
lasso,501,10000,STATIC,lasso,70,2.0,1.0,10000,501,lasso,70,2.0,1.0,10000,501,-27.342931575211296
lasso,501,10000,STATIC,lasso,100,1.75,1.5,10000,501,lasso,100,1.75,1.5,10000,501,-27.34944662608809
ridge,501,10000,STATIC,ridge,50,1.75,2.0,10000,501,ridge,50,1.75,2.0,10000,501,-27.361076495703895
ols,501,10000,STATIC,ols,50,1.75,2.0,10000,501,ols,50,1.75,2.0,10000,501,-27.363488068457606
lasso,501,10000,STATIC,lasso,130,1.25,1.0,10000,501,lasso,130,1.25,1.0,10000,501,-27.401946627864696
lasso,501,10000,STATIC,lasso,40,2.25,2.0,10000,501,lasso,40,2.25,2.0,10000,501,-27.403908212521415
bayesian,501,10000,STATIC,bayesian,130,1.5,1.0,10000,501,bayesian,130,1.5,1.0,10000,501,-27.40843375357241
lasso,501,10000,STATIC,lasso,80,1.5,1.0,10000,501,lasso,80,1.5,1.0,10000,501,-27.410805458082695
lasso,501,10000,STATIC,lasso,30,0.75,2.5,10000,501,lasso,30,0.75,2.5,10000,501,-27.411893094529024
bayesian,501,10000,STATIC,bayesian,70,0.75,1.0,10000,501,bayesian,70,0.75,1.0,10000,501,-27.43592539090956
ridge,501,10000,STATIC,ridge,80,1.25,1.0,10000,501,ridge,80,1.25,1.0,10000,501,-27.439314683361427
ols,501,10000,STATIC,ols,80,1.25,1.0,10000,501,ols,80,1.25,1.0,10000,501,-27.4420438337307
bayesian,501,10000,STATIC,bayesian,40,2.0,1.5,10000,501,bayesian,40,2.0,1.5,10000,501,-27.464411763737907
ols,501,10000,STATIC,ols,70,0.5,1.0,10000,501,ols,70,0.5,1.0,10000,501,-27.479695589559228
lasso,501,10000,STATIC,lasso,30,1.0,4.0,10000,501,lasso,30,1.0,4.0,10000,501,-27.496243946418623
ridge,501,10000,STATIC,ridge,140,0.5,1.0,10000,501,ridge,140,0.5,1.0,10000,501,-27.517636820342947
ols,501,10000,STATIC,ols,140,0.5,1.0,10000,501,ols,140,0.5,1.0,10000,501,-27.52471066926026
lasso,501,10000,STATIC,lasso,30,0.75,3.5,10000,501,lasso,30,0.75,3.5,10000,501,-27.613547716711214
ols,501,10000,STATIC,ols,70,0.75,1.0,10000,501,ols,70,0.75,1.0,10000,501,-27.61827102435091
ridge,501,10000,STATIC,ridge,30,0.5,2.5,10000,501,ridge,30,0.5,2.5,10000,501,-27.634322572405402
ridge,501,10000,STATIC,ridge,70,0.75,1.0,10000,501,ridge,70,0.75,1.0,10000,501,-27.659847370492574
ols,501,10000,STATIC,ols,30,0.5,2.5,10000,501,ols,30,0.5,2.5,10000,501,-27.667282652374936
bayesian,501,10000,STATIC,bayesian,80,1.5,1.0,10000,501,bayesian,80,1.5,1.0,10000,501,-27.674340727382244
ridge,501,10000,STATIC,ridge,30,0.75,3.5,10000,501,ridge,30,0.75,3.5,10000,501,-27.728792602402244
lasso,501,10000,STATIC,lasso,100,1.75,1.0,10000,501,lasso,100,1.75,1.0,10000,501,-27.89606008048451
ridge,501,10000,STATIC,ridge,130,0.5,1.0,10000,501,ridge,130,0.5,1.0,10000,501,-27.948586649712908
ols,501,10000,STATIC,ols,30,1.0,4.0,10000,501,ols,30,1.0,4.0,10000,501,-27.954409555692912
ridge,501,10000,STATIC,ridge,30,1.0,4.0,10000,501,ridge,30,1.0,4.0,10000,501,-27.96034742671361
ols,501,10000,STATIC,ols,130,0.5,1.0,10000,501,ols,130,0.5,1.0,10000,501,-27.967264268263953
ols,501,10000,STATIC,ols,30,0.75,3.5,10000,501,ols,30,0.75,3.5,10000,501,-27.99191076190687
ridge,501,10000,STATIC,ridge,50,0.5,1.0,10000,501,ridge,50,0.5,1.0,10000,501,-28.092239099616574
ridge,501,10000,STATIC,ridge,30,0.5,3.0,10000,501,ridge,30,0.5,3.0,10000,501,-28.118387147534577
ols,501,10000,STATIC,ols,30,0.5,3.0,10000,501,ols,30,0.5,3.0,10000,501,-28.15534586492713
lasso,501,10000,STATIC,lasso,80,1.5,1.5,10000,501,lasso,80,1.5,1.5,10000,501,-28.162078155357694
ridge,501,10000,STATIC,ridge,90,0.5,1.0,10000,501,ridge,90,0.5,1.0,10000,501,-28.293548130252034
ridge,501,10000,STATIC,ridge,70,0.5,1.0,10000,501,ridge,70,0.5,1.0,10000,501,-28.335702810007675
bayesian,501,10000,STATIC,bayesian,30,0.75,3.5,10000,501,bayesian,30,0.75,3.5,10000,501,-28.337591083801932
bayesian,501,10000,STATIC,bayesian,30,2.0,2.0,10000,501,bayesian,30,2.0,2.0,10000,501,-28.390437920320498
bayesian,501,10000,STATIC,bayesian,40,1.5,2.0,10000,501,bayesian,40,1.5,2.0,10000,501,-28.41649064272772
bayesian,501,10000,STATIC,bayesian,30,0.75,2.5,10000,501,bayesian,30,0.75,2.5,10000,501,-28.460024645994025
bayesian,501,10000,STATIC,bayesian,70,0.5,1.0,10000,501,bayesian,70,0.5,1.0,10000,501,-28.463367682599426
lasso,501,10000,STATIC,lasso,30,1.0,3.5,10000,501,lasso,30,1.0,3.5,10000,501,-28.596138651022066
lasso,501,10000,STATIC,lasso,80,1.75,1.0,10000,501,lasso,80,1.75,1.0,10000,501,-28.708919451518817
bayesian,501,10000,STATIC,bayesian,80,1.75,1.0,10000,501,bayesian,80,1.75,1.0,10000,501,-28.714410778712374
lasso,501,10000,STATIC,lasso,30,0.5,3.0,10000,501,lasso,30,0.5,3.0,10000,501,-28.764271209952252
ridge,501,10000,STATIC,ridge,40,2.0,1.0,10000,501,ridge,40,2.0,1.0,10000,501,-28.789563877635615
bayesian,501,10000,STATIC,bayesian,30,1.0,4.0,10000,501,bayesian,30,1.0,4.0,10000,501,-28.794342367661077
ols,501,10000,STATIC,ols,40,2.0,1.0,10000,501,ols,40,2.0,1.0,10000,501,-28.798991463390458
ols,501,10000,STATIC,ols,40,0.5,2.0,10000,501,ols,40,0.5,2.0,10000,501,-28.801224404620378
ridge,501,10000,STATIC,ridge,40,0.5,2.0,10000,501,ridge,40,0.5,2.0,10000,501,-28.80324555058158
bayesian,501,10000,STATIC,bayesian,30,0.5,3.0,10000,501,bayesian,30,0.5,3.0,10000,501,-28.8433817182869
ols,501,10000,STATIC,ols,30,1.0,3.5,10000,501,ols,30,1.0,3.5,10000,501,-29.05785777291115
ridge,501,10000,STATIC,ridge,30,1.0,3.5,10000,501,ridge,30,1.0,3.5,10000,501,-29.063794288050104
bayesian,501,10000,STATIC,bayesian,40,0.75,2.0,10000,501,bayesian,40,0.75,2.0,10000,501,-29.094086685947083
