HEDGE_ESTIMATOR,ADAPTIVE_START_DAY,POSITION_SIZE,OPTIMIZATION_TARGET,STATIC_PARAMS.HEDGE_ESTIMATOR,STATIC_PARAMS.ZSCORE_LOOKBACK,STATIC_PARAMS.ENTRY_THRESHOLD,STATIC_PARAMS.STOP_LOSS_THRESHOLD,STATIC_PARAMS.POSITION_SIZE,STATIC_PARAMS.ADAPTIVE_START_DAY,ADAPTIVE_PARAMS.HEDGE_ESTIMATOR,ADAPTIVE_PARAMS.ZSCORE_LOOKBACK,ADAPTIVE_PARAMS.ENTRY_THRESHOLD,ADAPTIVE_PARAMS.STOP_LOSS_THRESHOLD,ADAPTIVE_PARAMS.POSITION_SIZE,ADAPTIVE_PARAMS.ADAPTIVE_START_DAY,score
ols,501,10000,STATIC,ols,140,0.25,3.5,10000,501,ols,140,0.25,3.5,10000,501,28.207354699370818
ols,501,10000,STATIC,ols,110,1.75,4.0,10000,501,ols,110,1.75,4.0,10000,501,28.14313432711439
ols,501,10000,STATIC,ols,110,1.75,3.5,10000,501,ols,110,1.75,3.5,10000,501,28.14313432711439
ridge,501,10000,STATIC,ridge,110,1.75,4.0,10000,501,ridge,110,1.75,4.0,10000,501,28.142633640880856
ridge,501,10000,STATIC,ridge,110,1.75,3.5,10000,501,ridge,110,1.75,3.5,10000,501,28.142633640880856
ols,501,10000,STATIC,ols,70,2.0,3.0,10000,501,ols,70,2.0,3.0,10000,501,28.13423014986197
bayesian,501,10000,STATIC,bayesian,100,2.0,3.0,10000,501,bayesian,100,2.0,3.0,10000,501,28.101720963408614
lasso,501,10000,STATIC,lasso,120,2.25,3.0,10000,501,lasso,120,2.25,3.0,10000,501,28.088673687435183
bayesian,501,10000,STATIC,bayesian,150,2.0,3.0,10000,501,bayesian,150,2.0,3.0,10000,501,28.082571906083608
ridge,501,10000,STATIC,ridge,140,0.75,2.5,10000,501,ridge,140,0.75,2.5,10000,501,28.074069817619574
lasso,501,10000,STATIC,lasso,80,2.0,3.5,10000,501,lasso,80,2.0,3.5,10000,501,28.06764593305127
bayesian,501,10000,STATIC,bayesian,70,2.0,3.0,10000,501,bayesian,70,2.0,3.0,10000,501,28.053319639125927
lasso,501,10000,STATIC,lasso,110,1.75,3.5,10000,501,lasso,110,1.75,3.5,10000,501,28.044497469012608
lasso,501,10000,STATIC,lasso,110,1.75,4.0,10000,501,lasso,110,1.75,4.0,10000,501,28.044497469012605
ols,501,10000,STATIC,ols,110,2.0,3.0,10000,501,ols,110,2.0,3.0,10000,501,28.013690945046246
ridge,501,10000,STATIC,ridge,110,2.0,3.0,10000,501,ridge,110,2.0,3.0,10000,501,28.011541997108402
lasso,501,10000,STATIC,lasso,150,2.25,3.0,10000,501,lasso,150,2.25,3.0,10000,501,27.970607172638285
lasso,501,10000,STATIC,lasso,70,2.0,3.0,10000,501,lasso,70,2.0,3.0,10000,501,27.955873194760244
ols,501,10000,STATIC,ols,120,0.25,4.0,10000,501,ols,120,0.25,4.0,10000,501,27.92578008536558
bayesian,501,10000,STATIC,bayesian,140,0.25,3.5,10000,501,bayesian,140,0.25,3.5,10000,501,27.855791301161766
bayesian,501,10000,STATIC,bayesian,140,0.25,4.0,10000,501,bayesian,140,0.25,4.0,10000,501,27.855791301161766
ridge,501,10000,STATIC,ridge,120,0.25,3.5,10000,501,ridge,120,0.25,3.5,10000,501,27.835158962539694
bayesian,501,10000,STATIC,bayesian,120,1.25,4.0,10000,501,bayesian,120,1.25,4.0,10000,501,27.818285702424923
ridge,501,10000,STATIC,ridge,70,2.0,3.0,10000,501,ridge,70,2.0,3.0,10000,501,27.81090501543995
lasso,501,10000,STATIC,lasso,140,0.75,2.5,10000,501,lasso,140,0.75,2.5,10000,501,27.809161339059685
bayesian,501,10000,STATIC,bayesian,120,1.75,2.5,10000,501,bayesian,120,1.75,2.5,10000,501,27.79948386820311
ols,501,10000,STATIC,ols,90,1.0,3.0,10000,501,ols,90,1.0,3.0,10000,501,27.69803806492937
ridge,501,10000,STATIC,ridge,80,1.0,3.0,10000,501,ridge,80,1.0,3.0,10000,501,27.674885657986387
ols,501,10000,STATIC,ols,80,1.0,3.0,10000,501,ols,80,1.0,3.0,10000,501,27.674857181686107
ridge,501,10000,STATIC,ridge,110,0.25,3.5,10000,501,ridge,110,0.25,3.5,10000,501,27.67119289780969
ridge,501,10000,STATIC,ridge,110,0.25,4.0,10000,501,ridge,110,0.25,4.0,10000,501,27.67119289780969
ols,501,10000,STATIC,ols,110,0.25,3.5,10000,501,ols,110,0.25,3.5,10000,501,27.66854832829339
ols,501,10000,STATIC,ols,110,0.25,4.0,10000,501,ols,110,0.25,4.0,10000,501,27.66854832829339
lasso,501,10000,STATIC,lasso,80,0.75,3.0,10000,501,lasso,80,0.75,3.0,10000,501,27.607594447801887
bayesian,501,10000,STATIC,bayesian,110,1.25,3.5,10000,501,bayesian,110,1.25,3.5,10000,501,27.597730516764152
bayesian,501,10000,STATIC,bayesian,110,1.25,4.0,10000,501,bayesian,110,1.25,4.0,10000,501,27.597730516764152
ols,501,10000,STATIC,ols,140,1.5,2.0,10000,501,ols,140,1.5,2.0,10000,501,27.57759201001364
ridge,501,10000,STATIC,ridge,100,0.5,4.0,10000,501,ridge,100,0.5,4.0,10000,501,27.549263400048844
ridge,501,10000,STATIC,ridge,100,0.5,3.5,10000,501,ridge,100,0.5,3.5,10000,501,27.549263400048844
ols,501,10000,STATIC,ols,120,1.25,4.0,10000,501,ols,120,1.25,4.0,10000,501,27.54794635897015
ols,501,10000,STATIC,ols,120,0.25,3.5,10000,501,ols,120,0.25,3.5,10000,501,27.52619817869394
bayesian,501,10000,STATIC,bayesian,140,0.75,2.5,10000,501,bayesian,140,0.75,2.5,10000,501,27.49405989843251
lasso,501,10000,STATIC,lasso,100,0.5,4.0,10000,501,lasso,100,0.5,4.0,10000,501,27.48590579636535
lasso,501,10000,STATIC,lasso,100,0.5,3.5,10000,501,lasso,100,0.5,3.5,10000,501,27.48590579636535
bayesian,501,10000,STATIC,bayesian,120,1.25,3.5,10000,501,bayesian,120,1.25,3.5,10000,501,27.43520804375455
bayesian,501,10000,STATIC,bayesian,90,1.5,3.5,10000,501,bayesian,90,1.5,3.5,10000,501,27.434205117691697
bayesian,501,10000,STATIC,bayesian,90,1.5,4.0,10000,501,bayesian,90,1.5,4.0,10000,501,27.434205117691697
ridge,501,10000,STATIC,ridge,90,1.5,3.5,10000,501,ridge,90,1.5,3.5,10000,501,27.410893464445408
ridge,501,10000,STATIC,ridge,90,1.5,4.0,10000,501,ridge,90,1.5,4.0,10000,501,27.410893464445408
ols,501,10000,STATIC,ols,90,1.5,3.5,10000,501,ols,90,1.5,3.5,10000,501,27.410856433806266
ols,501,10000,STATIC,ols,90,1.5,4.0,10000,501,ols,90,1.5,4.0,10000,501,27.410856433806266
ridge,501,10000,STATIC,ridge,140,1.5,2.0,10000,501,ridge,140,1.5,2.0,10000,501,27.40044782906326
bayesian,501,10000,STATIC,bayesian,80,1.0,3.0,10000,501,bayesian,80,1.0,3.0,10000,501,27.367592599408155
ridge,501,10000,STATIC,ridge,80,0.25,4.0,10000,501,ridge,80,0.25,4.0,10000,501,27.343707658950173
ols,501,10000,STATIC,ols,80,0.25,4.0,10000,501,ols,80,0.25,4.0,10000,501,27.342330506935312
lasso,501,10000,STATIC,lasso,150,1.75,2.5,10000,501,lasso,150,1.75,2.5,10000,501,27.323238019574138
ridge,501,10000,STATIC,ridge,120,1.25,4.0,10000,501,ridge,120,1.25,4.0,10000,501,27.29804858118426
lasso,501,10000,STATIC,lasso,130,1.0,3.0,10000,501,lasso,130,1.0,3.0,10000,501,27.269880781452734
ridge,501,10000,STATIC,ridge,100,2.0,3.0,10000,501,ridge,100,2.0,3.0,10000,501,27.263583115740435
lasso,501,10000,STATIC,lasso,120,0.5,3.0,10000,501,lasso,120,0.5,3.0,10000,501,27.232187314132787
lasso,501,10000,STATIC,lasso,140,0.25,3.5,10000,501,lasso,140,0.25,3.5,10000,501,27.222499526799595
lasso,501,10000,STATIC,lasso,140,0.25,4.0,10000,501,lasso,140,0.25,4.0,10000,501,27.222499526799595
ols,501,10000,STATIC,ols,100,2.0,3.0,10000,501,ols,100,2.0,3.0,10000,501,27.20722233205236
ridge,501,10000,STATIC,ridge,110,1.25,3.5,10000,501,ridge,110,1.25,3.5,10000,501,27.184923072182293
ridge,501,10000,STATIC,ridge,110,1.25,4.0,10000,501,ridge,110,1.25,4.0,10000,501,27.184923072182293
ols,501,10000,STATIC,ols,110,1.25,3.5,10000,501,ols,110,1.25,3.5,10000,501,27.183507608570416
ols,501,10000,STATIC,ols,110,1.25,4.0,10000,501,ols,110,1.25,4.0,10000,501,27.183507608570416
ols,501,10000,STATIC,ols,120,1.25,3.5,10000,501,ols,120,1.25,3.5,10000,501,27.15212366088945
lasso,501,10000,STATIC,lasso,140,2.0,2.5,10000,501,lasso,140,2.0,2.5,10000,501,27.12235118144032
lasso,501,10000,STATIC,lasso,130,1.25,2.5,10000,501,lasso,130,1.25,2.5,10000,501,27.072726406466515
bayesian,501,10000,STATIC,bayesian,80,0.25,4.0,10000,501,bayesian,80,0.25,4.0,10000,501,27.069749924839073
ridge,501,10000,STATIC,ridge,150,0.25,2.5,10000,501,ridge,150,0.25,2.5,10000,501,27.056999344188533
ols,501,10000,STATIC,ols,100,0.5,3.5,10000,501,ols,100,0.5,3.5,10000,501,27.053476277059254
ols,501,10000,STATIC,ols,100,0.5,4.0,10000,501,ols,100,0.5,4.0,10000,501,27.053476277059254
ridge,501,10000,STATIC,ridge,90,1.0,2.5,10000,501,ridge,90,1.0,2.5,10000,501,27.038311960150438
lasso,501,10000,STATIC,lasso,100,0.25,3.0,10000,501,lasso,100,0.25,3.0,10000,501,27.035106209716304
ridge,501,10000,STATIC,ridge,140,1.0,3.0,10000,501,ridge,140,1.0,3.0,10000,501,27.01990860537046
ols,501,10000,STATIC,ols,140,1.0,3.0,10000,501,ols,140,1.0,3.0,10000,501,27.018958452603393
lasso,501,10000,STATIC,lasso,140,1.0,3.0,10000,501,lasso,140,1.0,3.0,10000,501,27.0070409820023
ols,501,10000,STATIC,ols,150,0.25,2.5,10000,501,ols,150,0.25,2.5,10000,501,26.969397646964985
ols,501,10000,STATIC,ols,120,1.75,2.5,10000,501,ols,120,1.75,2.5,10000,501,26.932755965347674
ridge,501,10000,STATIC,ridge,120,1.75,2.5,10000,501,ridge,120,1.75,2.5,10000,501,26.931988623436947
ridge,501,10000,STATIC,ridge,70,1.75,4.0,10000,501,ridge,70,1.75,4.0,10000,501,26.92946867756032
ols,501,10000,STATIC,ols,70,1.75,4.0,10000,501,ols,70,1.75,4.0,10000,501,26.927101561338603
ridge,501,10000,STATIC,ridge,80,0.25,3.5,10000,501,ridge,80,0.25,3.5,10000,501,26.916979097147333
ols,501,10000,STATIC,ols,80,0.25,3.5,10000,501,ols,80,0.25,3.5,10000,501,26.915602073622722
ridge,501,10000,STATIC,ridge,120,1.25,3.5,10000,501,ridge,120,1.25,3.5,10000,501,26.902233630619797
ridge,501,10000,STATIC,ridge,150,2.25,2.5,10000,501,ridge,150,2.25,2.5,10000,501,26.879335011064693
ols,501,10000,STATIC,ols,150,2.25,2.5,10000,501,ols,150,2.25,2.5,10000,501,26.877130349562677
lasso,501,10000,STATIC,lasso,120,1.5,3.0,10000,501,lasso,120,1.5,3.0,10000,501,26.782244471423176
lasso,501,10000,STATIC,lasso,90,0.75,3.0,10000,501,lasso,90,0.75,3.0,10000,501,26.74753905301563
bayesian,501,10000,STATIC,bayesian,120,0.25,3.0,10000,501,bayesian,120,0.25,3.0,10000,501,26.733519756209404
lasso,501,10000,STATIC,lasso,150,0.5,2.0,10000,501,lasso,150,0.5,2.0,10000,501,26.726655238359633
ols,501,10000,STATIC,ols,90,0.75,3.0,10000,501,ols,90,0.75,3.0,10000,501,26.712314112334518
ridge,501,10000,STATIC,ridge,90,0.75,3.0,10000,501,ridge,90,0.75,3.0,10000,501,26.711302878823005
bayesian,501,10000,STATIC,bayesian,100,0.5,3.0,10000,501,bayesian,100,0.5,3.0,10000,501,26.699842335538655
lasso,501,10000,STATIC,lasso,80,1.25,4.0,10000,501,lasso,80,1.25,4.0,10000,501,26.699102614451284
lasso,501,10000,STATIC,lasso,120,0.25,4.0,10000,501,lasso,120,0.25,4.0,10000,501,26.69026988373171
bayesian,501,10000,STATIC,bayesian,110,1.5,3.0,10000,501,bayesian,110,1.5,3.0,10000,501,26.685176965451475
bayesian,501,10000,STATIC,bayesian,110,0.25,4.0,10000,501,bayesian,110,0.25,4.0,10000,501,26.67348047902548
bayesian,501,10000,STATIC,bayesian,110,0.25,3.5,10000,501,bayesian,110,0.25,3.5,10000,501,26.67348047902548
bayesian,501,10000,STATIC,bayesian,140,1.5,2.5,10000,501,bayesian,140,1.5,2.5,10000,501,26.66777829464989
bayesian,501,10000,STATIC,bayesian,80,0.25,3.5,10000,501,bayesian,80,0.25,3.5,10000,501,26.656736683838318
bayesian,501,10000,STATIC,bayesian,140,1.0,3.0,10000,501,bayesian,140,1.0,3.0,10000,501,26.611674041617846
bayesian,501,10000,STATIC,bayesian,150,2.25,2.5,10000,501,bayesian,150,2.25,2.5,10000,501,26.476892440824297
ridge,501,10000,STATIC,ridge,70,1.75,3.5,10000,501,ridge,70,1.75,3.5,10000,501,26.471717245191368
ols,501,10000,STATIC,ols,70,1.75,3.5,10000,501,ols,70,1.75,3.5,10000,501,26.469345424261576
bayesian,501,10000,STATIC,bayesian,100,1.25,3.5,10000,501,bayesian,100,1.25,3.5,10000,501,26.45145640745539
bayesian,501,10000,STATIC,bayesian,100,1.25,4.0,10000,501,bayesian,100,1.25,4.0,10000,501,26.45145640745539
lasso,501,10000,STATIC,lasso,150,1.0,2.5,10000,501,lasso,150,1.0,2.5,10000,501,26.434211211327202
lasso,501,10000,STATIC,lasso,100,1.0,3.5,10000,501,lasso,100,1.0,3.5,10000,501,26.40551721455219
lasso,501,10000,STATIC,lasso,100,1.0,4.0,10000,501,lasso,100,1.0,4.0,10000,501,26.40551721455219
lasso,501,10000,STATIC,lasso,130,0.25,4.0,10000,501,lasso,130,0.25,4.0,10000,501,26.386693278860825
lasso,501,10000,STATIC,lasso,110,1.25,4.0,10000,501,lasso,110,1.25,4.0,10000,501,26.377896063488564
lasso,501,10000,STATIC,lasso,110,1.25,3.5,10000,501,lasso,110,1.25,3.5,10000,501,26.377896063488542
bayesian,501,10000,STATIC,bayesian,110,1.0,4.0,10000,501,bayesian,110,1.0,4.0,10000,501,26.362905352180753
bayesian,501,10000,STATIC,bayesian,110,1.0,3.5,10000,501,bayesian,110,1.0,3.5,10000,501,26.362905352180753
lasso,501,10000,STATIC,lasso,90,1.5,3.0,10000,501,lasso,90,1.5,3.0,10000,501,26.350727630594236
lasso,501,10000,STATIC,lasso,90,1.0,2.5,10000,501,lasso,90,1.0,2.5,10000,501,26.328587058950916
lasso,501,10000,STATIC,lasso,120,1.0,4.0,10000,501,lasso,120,1.0,4.0,10000,501,26.31999672506435
lasso,501,10000,STATIC,lasso,80,1.25,3.5,10000,501,lasso,80,1.25,3.5,10000,501,26.317517314743128
lasso,501,10000,STATIC,lasso,120,0.25,3.5,10000,501,lasso,120,0.25,3.5,10000,501,26.312489061593503
bayesian,501,10000,STATIC,bayesian,90,0.75,3.0,10000,501,bayesian,90,0.75,3.0,10000,501,26.25086816132498
bayesian,501,10000,STATIC,bayesian,90,2.0,4.0,10000,501,bayesian,90,2.0,4.0,10000,501,26.242487205918067
bayesian,501,10000,STATIC,bayesian,90,2.0,3.5,10000,501,bayesian,90,2.0,3.5,10000,501,26.242487205918067
ols,501,10000,STATIC,ols,140,2.0,2.5,10000,501,ols,140,2.0,2.5,10000,501,26.227480926206525
ridge,501,10000,STATIC,ridge,140,2.0,2.5,10000,501,ridge,140,2.0,2.5,10000,501,26.22717584012477
ridge,501,10000,STATIC,ridge,110,1.5,3.0,10000,501,ridge,110,1.5,3.0,10000,501,26.226126755891045
ols,501,10000,STATIC,ols,110,1.5,3.0,10000,501,ols,110,1.5,3.0,10000,501,26.225410160119225
lasso,501,10000,STATIC,lasso,140,2.25,3.0,10000,501,lasso,140,2.25,3.0,10000,501,26.204458909779753
ridge,501,10000,STATIC,ridge,100,1.25,4.0,10000,501,ridge,100,1.25,4.0,10000,501,26.175406862038216
ridge,501,10000,STATIC,ridge,100,1.25,3.5,10000,501,ridge,100,1.25,3.5,10000,501,26.175406862038216
