HEDGE_ESTIMATOR,ADAPTIVE_START_DAY,POSITION_SIZE,OPTIMIZATION_TARGET,STATIC_PARAMS.HEDGE_ESTIMATOR,STATIC_PARAMS.ZSCORE_LOOKBACK,STATIC_PARAMS.ENTRY_THRESHOLD,STATIC_PARAMS.STOP_LOSS_THRESHOLD,STATIC_PARAMS.POSITION_SIZE,STATIC_PARAMS.ADAPTIVE_START_DAY,ADAPTIVE_PARAMS.HEDGE_ESTIMATOR,ADAPTIVE_PARAMS.ZSCORE_LOOKBACK,ADAPTIVE_PARAMS.ENTRY_THRESHOLD,ADAPTIVE_PARAMS.STOP_LOSS_THRESHOLD,ADAPTIVE_PARAMS.POSITION_SIZE,ADAPTIVE_PARAMS.ADAPTIVE_START_DAY,score
2sls,501,10000,STATIC,2sls,110,1.5,2.0,10000,501,2sls,110,1.5,2.0,10000,501,16.285243903020536
2sls,501,10000,STATIC,2sls,100,1.5,2.0,10000,501,2sls,100,1.5,2.0,10000,501,16.25574841394911
2sls,501,10000,STATIC,2sls,120,0.75,2.5,10000,501,2sls,120,0.75,2.5,10000,501,16.23898878074465
2sls,501,10000,STATIC,2sls,150,1.5,2.0,10000,501,2sls,150,1.5,2.0,10000,501,16.183567798701446
2sls,501,10000,STATIC,2sls,70,2.5,3.0,10000,501,2sls,70,2.5,3.0,10000,501,16.17391285058104
ols,501,10000,STATIC,ols,140,0.25,2.0,10000,501,ols,140,0.25,2.0,10000,501,16.09552853798374
ols,501,10000,STATIC,ols,150,2.5,3.0,10000,501,ols,150,2.5,3.0,10000,501,16.079886513220085
2sls,501,10000,STATIC,2sls,60,2.5,3.5,10000,501,2sls,60,2.5,3.5,10000,501,16.051880918210337
2sls,501,10000,STATIC,2sls,140,2.5,3.5,10000,501,2sls,140,2.5,3.5,10000,501,16.049834588679992
2sls,501,10000,STATIC,2sls,140,2.5,4.0,10000,501,2sls,140,2.5,4.0,10000,501,16.049834588679992
ols,501,10000,STATIC,ols,70,0.5,3.0,10000,501,ols,70,0.5,3.0,10000,501,16.033738230257093
ols,501,10000,STATIC,ols,60,1.75,4.0,10000,501,ols,60,1.75,4.0,10000,501,16.003730582498072
ols,501,10000,STATIC,ols,140,1.0,2.0,10000,501,ols,140,1.0,2.0,10000,501,15.949246427052366
ols,501,10000,STATIC,ols,140,2.5,3.0,10000,501,ols,140,2.5,3.0,10000,501,15.90828818453656
2sls,501,10000,STATIC,2sls,70,2.5,3.5,10000,501,2sls,70,2.5,3.5,10000,501,15.882138187155444
ols,501,10000,STATIC,ols,100,0.75,2.5,10000,501,ols,100,0.75,2.5,10000,501,15.821496930049392
ols,501,10000,STATIC,ols,60,1.75,3.5,10000,501,ols,60,1.75,3.5,10000,501,15.768817274180392
ols,501,10000,STATIC,ols,100,1.5,2.0,10000,501,ols,100,1.5,2.0,10000,501,15.729404006591814
ols,501,10000,STATIC,ols,120,0.75,2.5,10000,501,ols,120,0.75,2.5,10000,501,15.722317458285609
ols,501,10000,STATIC,ols,90,2.5,4.0,10000,501,ols,90,2.5,4.0,10000,501,15.61761812359391
ols,501,10000,STATIC,ols,90,2.5,3.5,10000,501,ols,90,2.5,3.5,10000,501,15.61761812359391
ols,501,10000,STATIC,ols,100,2.0,2.5,10000,501,ols,100,2.0,2.5,10000,501,15.606588807976404
ols,501,10000,STATIC,ols,80,1.5,2.5,10000,501,ols,80,1.5,2.5,10000,501,15.549680160552327
2sls,501,10000,STATIC,2sls,90,2.25,4.0,10000,501,2sls,90,2.25,4.0,10000,501,15.531450020778454
2sls,501,10000,STATIC,2sls,90,2.25,3.5,10000,501,2sls,90,2.25,3.5,10000,501,15.531450020778454
2sls,501,10000,STATIC,2sls,130,0.25,2.5,10000,501,2sls,130,0.25,2.5,10000,501,15.479117583543065
2sls,501,10000,STATIC,2sls,130,2.5,3.0,10000,501,2sls,130,2.5,3.0,10000,501,15.424484398461654
2sls,501,10000,STATIC,2sls,80,1.5,2.5,10000,501,2sls,80,1.5,2.5,10000,501,15.366235645261764
ols,501,10000,STATIC,ols,130,0.75,2.0,10000,501,ols,130,0.75,2.0,10000,501,15.239394721633921
2sls,501,10000,STATIC,2sls,80,2.5,4.0,10000,501,2sls,80,2.5,4.0,10000,501,15.168426185677564
2sls,501,10000,STATIC,2sls,60,1.75,4.0,10000,501,2sls,60,1.75,4.0,10000,501,15.164396693567411
ols,501,10000,STATIC,ols,150,1.5,2.0,10000,501,ols,150,1.5,2.0,10000,501,15.131324537656575
2sls,501,10000,STATIC,2sls,110,1.75,2.0,10000,501,2sls,110,1.75,2.0,10000,501,15.051294671236704
2sls,501,10000,STATIC,2sls,140,1.0,2.0,10000,501,2sls,140,1.0,2.0,10000,501,15.026422669227884
2sls,501,10000,STATIC,2sls,100,2.5,3.5,10000,501,2sls,100,2.5,3.5,10000,501,14.988555711945079
2sls,501,10000,STATIC,2sls,100,2.5,4.0,10000,501,2sls,100,2.5,4.0,10000,501,14.988555711945079
ols,501,10000,STATIC,ols,110,1.5,2.0,10000,501,ols,110,1.5,2.0,10000,501,14.88255384942967
ols,501,10000,STATIC,ols,90,2.25,4.0,10000,501,ols,90,2.25,4.0,10000,501,14.850042127155938
ols,501,10000,STATIC,ols,90,2.25,3.5,10000,501,ols,90,2.25,3.5,10000,501,14.850042127155938
ols,501,10000,STATIC,ols,110,0.75,3.0,10000,501,ols,110,0.75,3.0,10000,501,14.793376691849552
2sls,501,10000,STATIC,2sls,80,2.5,3.5,10000,501,2sls,80,2.5,3.5,10000,501,14.786449738242268
ols,501,10000,STATIC,ols,90,1.0,2.0,10000,501,ols,90,1.0,2.0,10000,501,14.725053595549682
2sls,501,10000,STATIC,2sls,60,1.75,3.5,10000,501,2sls,60,1.75,3.5,10000,501,14.494950840439948
2sls,501,10000,STATIC,2sls,150,1.25,2.0,10000,501,2sls,150,1.25,2.0,10000,501,14.452243137351012
ols,501,10000,STATIC,ols,80,0.75,2.0,10000,501,ols,80,0.75,2.0,10000,501,14.37676537739582
2sls,501,10000,STATIC,2sls,130,1.25,2.0,10000,501,2sls,130,1.25,2.0,10000,501,14.329520758655867
ols,501,10000,STATIC,ols,80,2.0,2.0,10000,501,ols,80,2.0,2.0,10000,501,14.298366241145857
2sls,501,10000,STATIC,2sls,90,0.75,2.0,10000,501,2sls,90,0.75,2.0,10000,501,14.290966967332281
ols,501,10000,STATIC,ols,110,2.25,2.5,10000,501,ols,110,2.25,2.5,10000,501,14.260658958123749
ols,501,10000,STATIC,ols,80,2.5,4.0,10000,501,ols,80,2.5,4.0,10000,501,14.243755720523332
ols,501,10000,STATIC,ols,60,2.25,2.5,10000,501,ols,60,2.25,2.5,10000,501,14.07251052782241
2sls,501,10000,STATIC,2sls,90,2.5,4.0,10000,501,2sls,90,2.5,4.0,10000,501,14.071840026376805
2sls,501,10000,STATIC,2sls,90,2.5,3.5,10000,501,2sls,90,2.5,3.5,10000,501,14.071840026376805
2sls,501,10000,STATIC,2sls,60,2.0,4.0,10000,501,2sls,60,2.0,4.0,10000,501,14.06567444546095
ols,501,10000,STATIC,ols,120,0.25,2.0,10000,501,ols,120,0.25,2.0,10000,501,13.945702055439597
2sls,501,10000,STATIC,2sls,70,0.75,2.5,10000,501,2sls,70,0.75,2.5,10000,501,13.945567688249326
ols,501,10000,STATIC,ols,80,2.5,3.5,10000,501,ols,80,2.5,3.5,10000,501,13.848033199366665
2sls,501,10000,STATIC,2sls,90,1.0,2.0,10000,501,2sls,90,1.0,2.0,10000,501,13.84491733543583
ols,501,10000,STATIC,ols,90,1.5,2.0,10000,501,ols,90,1.5,2.0,10000,501,13.825232191603874
2sls,501,10000,STATIC,2sls,110,2.25,2.5,10000,501,2sls,110,2.25,2.5,10000,501,13.72593980025616
ols,501,10000,STATIC,ols,130,2.0,2.0,10000,501,ols,130,2.0,2.0,10000,501,13.718244254237302
2sls,501,10000,STATIC,2sls,130,1.0,2.0,10000,501,2sls,130,1.0,2.0,10000,501,13.71712713174319
ols,501,10000,STATIC,ols,60,2.0,4.0,10000,501,ols,60,2.0,4.0,10000,501,13.594510719061944
2sls,501,10000,STATIC,2sls,70,2.25,2.5,10000,501,2sls,70,2.25,2.5,10000,501,13.589869482011071
2sls,501,10000,STATIC,2sls,70,0.25,2.5,10000,501,2sls,70,0.25,2.5,10000,501,13.589439425675323
ols,501,10000,STATIC,ols,130,1.0,2.0,10000,501,ols,130,1.0,2.0,10000,501,13.576769805544437
2sls,501,10000,STATIC,2sls,80,1.0,2.0,10000,501,2sls,80,1.0,2.0,10000,501,13.574933381145144
ols,501,10000,STATIC,ols,90,0.75,2.0,10000,501,ols,90,0.75,2.0,10000,501,13.565106181702298
ols,501,10000,STATIC,ols,60,1.75,3.0,10000,501,ols,60,1.75,3.0,10000,501,13.4774123344949
2sls,501,10000,STATIC,2sls,140,2.5,3.0,10000,501,2sls,140,2.5,3.0,10000,501,13.409683609843402
2sls,501,10000,STATIC,2sls,60,2.0,3.5,10000,501,2sls,60,2.0,3.5,10000,501,13.382195185482093
ols,501,10000,STATIC,ols,60,2.0,3.5,10000,501,ols,60,2.0,3.5,10000,501,13.359880649170613
2sls,501,10000,STATIC,2sls,80,2.5,3.0,10000,501,2sls,80,2.5,3.0,10000,501,13.357373963270195
ols,501,10000,STATIC,ols,120,1.25,2.0,10000,501,ols,120,1.25,2.0,10000,501,13.33057389163254
2sls,501,10000,STATIC,2sls,110,0.75,2.5,10000,501,2sls,110,0.75,2.5,10000,501,13.295418491991605
2sls,501,10000,STATIC,2sls,100,0.75,2.5,10000,501,2sls,100,0.75,2.5,10000,501,13.280363920204081
2sls,501,10000,STATIC,2sls,110,2.5,3.0,10000,501,2sls,110,2.5,3.0,10000,501,13.178761282452257
ols,501,10000,STATIC,ols,100,2.5,3.0,10000,501,ols,100,2.5,3.0,10000,501,13.138220279727356
ols,501,10000,STATIC,ols,80,1.0,2.0,10000,501,ols,80,1.0,2.0,10000,501,13.107766971519759
ols,501,10000,STATIC,ols,130,1.25,2.0,10000,501,ols,130,1.25,2.0,10000,501,13.099360387641106
ols,501,10000,STATIC,ols,70,2.25,2.5,10000,501,ols,70,2.25,2.5,10000,501,13.02821773770168
2sls,501,10000,STATIC,2sls,120,1.25,2.0,10000,501,2sls,120,1.25,2.0,10000,501,12.940341750485949
2sls,501,10000,STATIC,2sls,60,1.75,3.0,10000,501,2sls,60,1.75,3.0,10000,501,12.920245863927605
ols,501,10000,STATIC,ols,110,2.5,3.0,10000,501,ols,110,2.5,3.0,10000,501,12.884999836784363
2sls,501,10000,STATIC,2sls,90,2.25,3.0,10000,501,2sls,90,2.25,3.0,10000,501,12.877281622835987
2sls,501,10000,STATIC,2sls,100,2.0,2.5,10000,501,2sls,100,2.0,2.5,10000,501,12.714291451064042
2sls,501,10000,STATIC,2sls,150,2.5,3.0,10000,501,2sls,150,2.5,3.0,10000,501,12.662162481050085
ols,501,10000,STATIC,ols,100,2.5,2.5,10000,501,ols,100,2.5,2.5,10000,501,12.6383189173354
ols,501,10000,STATIC,ols,80,1.75,2.5,10000,501,ols,80,1.75,2.5,10000,501,12.637615982545984
2sls,501,10000,STATIC,2sls,80,1.75,2.5,10000,501,2sls,80,1.75,2.5,10000,501,12.63235848597072
ols,501,10000,STATIC,ols,70,0.75,2.5,10000,501,ols,70,0.75,2.5,10000,501,12.589605921207415
2sls,501,10000,STATIC,2sls,60,2.25,2.5,10000,501,2sls,60,2.25,2.5,10000,501,12.58455837717317
ols,501,10000,STATIC,ols,90,2.5,3.0,10000,501,ols,90,2.5,3.0,10000,501,12.48664675568434
ols,501,10000,STATIC,ols,80,2.5,3.0,10000,501,ols,80,2.5,3.0,10000,501,12.382789495990824
2sls,501,10000,STATIC,2sls,70,1.0,2.5,10000,501,2sls,70,1.0,2.5,10000,501,12.370721598599467
ols,501,10000,STATIC,ols,60,0.25,4.0,10000,501,ols,60,0.25,4.0,10000,501,12.323348765712659
2sls,501,10000,STATIC,2sls,120,0.25,2.0,10000,501,2sls,120,0.25,2.0,10000,501,12.319425108876644
2sls,501,10000,STATIC,2sls,110,0.25,2.0,10000,501,2sls,110,0.25,2.0,10000,501,12.24314057248759
ols,501,10000,STATIC,ols,90,2.25,3.0,10000,501,ols,90,2.25,3.0,10000,501,12.165230881691581
ols,501,10000,STATIC,ols,70,0.25,2.5,10000,501,ols,70,0.25,2.5,10000,501,12.130615109377551
ols,501,10000,STATIC,ols,110,1.25,2.0,10000,501,ols,110,1.25,2.0,10000,501,12.118945058230764
ols,501,10000,STATIC,ols,60,0.25,3.5,10000,501,ols,60,0.25,3.5,10000,501,12.082538256812299
2sls,501,10000,STATIC,2sls,110,1.25,2.0,10000,501,2sls,110,1.25,2.0,10000,501,12.074966503353366
ols,501,10000,STATIC,ols,130,2.5,3.0,10000,501,ols,130,2.5,3.0,10000,501,12.065459535448284
2sls,501,10000,STATIC,2sls,90,1.5,2.0,10000,501,2sls,90,1.5,2.0,10000,501,11.905634013968953
ols,501,10000,STATIC,ols,120,2.5,2.5,10000,501,ols,120,2.5,2.5,10000,501,11.903655615329697
2sls,501,10000,STATIC,2sls,60,2.0,3.0,10000,501,2sls,60,2.0,3.0,10000,501,11.826112253746029
ols,501,10000,STATIC,ols,110,0.25,2.0,10000,501,ols,110,0.25,2.0,10000,501,11.77657801156559
ols,501,10000,STATIC,ols,110,1.75,2.0,10000,501,ols,110,1.75,2.0,10000,501,11.715174739735957
2sls,501,10000,STATIC,2sls,80,0.25,2.0,10000,501,2sls,80,0.25,2.0,10000,501,11.696111682460533
2sls,501,10000,STATIC,2sls,150,1.0,2.0,10000,501,2sls,150,1.0,2.0,10000,501,11.663245998866635
2sls,501,10000,STATIC,2sls,110,2.0,2.0,10000,501,2sls,110,2.0,2.0,10000,501,11.546678522562384
ols,501,10000,STATIC,ols,150,0.25,2.0,10000,501,ols,150,0.25,2.0,10000,501,11.448937734435354
2sls,501,10000,STATIC,2sls,60,0.25,4.0,10000,501,2sls,60,0.25,4.0,10000,501,11.270962098208436
ols,501,10000,STATIC,ols,110,0.75,2.5,10000,501,ols,110,0.75,2.5,10000,501,11.12255335375388
ols,501,10000,STATIC,ols,70,1.0,2.5,10000,501,ols,70,1.0,2.5,10000,501,11.073369713660028
ols,501,10000,STATIC,ols,60,2.0,3.0,10000,501,ols,60,2.0,3.0,10000,501,11.073085946965001
2sls,501,10000,STATIC,2sls,90,2.5,3.0,10000,501,2sls,90,2.5,3.0,10000,501,10.960827575490676
2sls,501,10000,STATIC,2sls,100,2.25,2.5,10000,501,2sls,100,2.25,2.5,10000,501,10.85959068256103
ols,501,10000,STATIC,ols,90,2.0,2.0,10000,501,ols,90,2.0,2.0,10000,501,10.820089717276293
2sls,501,10000,STATIC,2sls,70,1.5,2.5,10000,501,2sls,70,1.5,2.5,10000,501,10.616634587661387
2sls,501,10000,STATIC,2sls,100,2.5,3.0,10000,501,2sls,100,2.5,3.0,10000,501,10.581802908152678
2sls,501,10000,STATIC,2sls,80,2.5,2.5,10000,501,2sls,80,2.5,2.5,10000,501,10.578618111903467
2sls,501,10000,STATIC,2sls,60,0.25,3.5,10000,501,2sls,60,0.25,3.5,10000,501,10.576458125091406
2sls,501,10000,STATIC,2sls,80,0.5,2.0,10000,501,2sls,80,0.5,2.0,10000,501,10.554024737208344
2sls,501,10000,STATIC,2sls,80,1.25,2.0,10000,501,2sls,80,1.25,2.0,10000,501,10.489228966116585
ols,501,10000,STATIC,ols,110,1.0,2.0,10000,501,ols,110,1.0,2.0,10000,501,10.488904901429287
2sls,501,10000,STATIC,2sls,120,0.75,2.0,10000,501,2sls,120,0.75,2.0,10000,501,10.394478815123314
2sls,501,10000,STATIC,2sls,70,1.25,2.5,10000,501,2sls,70,1.25,2.5,10000,501,10.294390235882638
ols,501,10000,STATIC,ols,100,0.5,2.0,10000,501,ols,100,0.5,2.0,10000,501,10.284411728260984
ols,501,10000,STATIC,ols,100,2.25,2.5,10000,501,ols,100,2.25,2.5,10000,501,10.26012221780002
2sls,501,10000,STATIC,2sls,110,0.5,2.0,10000,501,2sls,110,0.5,2.0,10000,501,10.132855944563417
2sls,501,10000,STATIC,2sls,140,2.0,2.0,10000,501,2sls,140,2.0,2.0,10000,501,10.118290978959564
ols,501,10000,STATIC,ols,100,1.25,2.0,10000,501,ols,100,1.25,2.0,10000,501,10.112168876003473
ols,501,10000,STATIC,ols,70,1.25,2.5,10000,501,ols,70,1.25,2.5,10000,501,10.03721914223722
ols,501,10000,STATIC,ols,60,0.25,3.0,10000,501,ols,60,0.25,3.0,10000,501,9.999726026805511
2sls,501,10000,STATIC,2sls,150,0.25,2.0,10000,501,2sls,150,0.25,2.0,10000,501,9.990170659378876
2sls,501,10000,STATIC,2sls,70,0.5,2.5,10000,501,2sls,70,0.5,2.5,10000,501,9.828880338005419
2sls,501,10000,STATIC,2sls,110,1.0,2.0,10000,501,2sls,110,1.0,2.0,10000,501,9.735434623223291
ols,501,10000,STATIC,ols,120,0.75,2.0,10000,501,ols,120,0.75,2.0,10000,501,9.689639539109038
2sls,501,10000,STATIC,2sls,100,1.25,2.0,10000,501,2sls,100,1.25,2.0,10000,501,9.664126328062302
ols,501,10000,STATIC,ols,150,1.0,2.0,10000,501,ols,150,1.0,2.0,10000,501,9.544677841499919
ols,501,10000,STATIC,ols,80,0.25,2.0,10000,501,ols,80,0.25,2.0,10000,501,9.508038854359924
ols,501,10000,STATIC,ols,150,1.25,2.0,10000,501,ols,150,1.25,2.0,10000,501,9.441982641609187
ols,501,10000,STATIC,ols,70,2.0,2.0,10000,501,ols,70,2.0,2.0,10000,501,9.43697860113057
2sls,501,10000,STATIC,2sls,80,2.0,2.0,10000,501,2sls,80,2.0,2.0,10000,501,9.38546099005034
ols,501,10000,STATIC,ols,110,0.5,2.0,10000,501,ols,110,0.5,2.0,10000,501,9.274330331472164
2sls,501,10000,STATIC,2sls,60,0.25,3.0,10000,501,2sls,60,0.25,3.0,10000,501,9.26974994087842
2sls,501,10000,STATIC,2sls,110,2.5,2.5,10000,501,2sls,110,2.5,2.5,10000,501,9.21492329428127
ols,501,10000,STATIC,ols,100,1.0,2.0,10000,501,ols,100,1.0,2.0,10000,501,9.209480632736067
ols,501,10000,STATIC,ols,70,1.5,2.5,10000,501,ols,70,1.5,2.5,10000,501,9.208475835209839
2sls,501,10000,STATIC,2sls,90,0.25,2.0,10000,501,2sls,90,0.25,2.0,10000,501,9.201329379455153
2sls,501,10000,STATIC,2sls,80,1.5,2.0,10000,501,2sls,80,1.5,2.0,10000,501,9.13262794539989
ols,501,10000,STATIC,ols,90,1.25,2.0,10000,501,ols,90,1.25,2.0,10000,501,9.015117173776225
2sls,501,10000,STATIC,2sls,100,1.0,2.0,10000,501,2sls,100,1.0,2.0,10000,501,8.922375960937998
ols,501,10000,STATIC,ols,90,0.25,2.0,10000,501,ols,90,0.25,2.0,10000,501,8.887859975105648
2sls,501,10000,STATIC,2sls,70,0.75,2.0,10000,501,2sls,70,0.75,2.0,10000,501,8.76115880461743
2sls,501,10000,STATIC,2sls,60,0.75,4.0,10000,501,2sls,60,0.75,4.0,10000,501,8.755968432910151
2sls,501,10000,STATIC,2sls,130,0.25,2.0,10000,501,2sls,130,0.25,2.0,10000,501,8.62628812774767
2sls,501,10000,STATIC,2sls,100,0.5,2.0,10000,501,2sls,100,0.5,2.0,10000,501,8.503044751666401
2sls,501,10000,STATIC,2sls,60,2.5,2.5,10000,501,2sls,60,2.5,2.5,10000,501,8.42551975819978
ols,501,10000,STATIC,ols,60,0.75,4.0,10000,501,ols,60,0.75,4.0,10000,501,8.421538816304093
ols,501,10000,STATIC,ols,60,0.75,3.5,10000,501,ols,60,0.75,3.5,10000,501,8.178463773111858
ols,501,10000,STATIC,ols,80,1.5,2.0,10000,501,ols,80,1.5,2.0,10000,501,8.172310037349202
ols,501,10000,STATIC,ols,70,0.5,2.5,10000,501,ols,70,0.5,2.5,10000,501,8.103056242631382
2sls,501,10000,STATIC,2sls,60,0.75,3.5,10000,501,2sls,60,0.75,3.5,10000,501,8.073366721502019
ols,501,10000,STATIC,ols,90,0.5,2.0,10000,501,ols,90,0.5,2.0,10000,501,8.01360842972047
ols,501,10000,STATIC,ols,80,0.5,2.0,10000,501,ols,80,0.5,2.0,10000,501,7.949435703961953
ols,501,10000,STATIC,ols,110,2.5,2.5,10000,501,ols,110,2.5,2.5,10000,501,7.895040379948302
ols,501,10000,STATIC,ols,70,0.75,2.0,10000,501,ols,70,0.75,2.0,10000,501,7.890458511091104
ols,501,10000,STATIC,ols,80,1.25,2.0,10000,501,ols,80,1.25,2.0,10000,501,7.736301768991126
ols,501,10000,STATIC,ols,80,2.25,2.5,10000,501,ols,80,2.25,2.5,10000,501,7.685967413789374
2sls,501,10000,STATIC,2sls,70,1.0,2.0,10000,501,2sls,70,1.0,2.0,10000,501,7.678276322713586
2sls,501,10000,STATIC,2sls,90,0.5,2.0,10000,501,2sls,90,0.5,2.0,10000,501,7.673397967493223
2sls,501,10000,STATIC,2sls,70,0.25,2.0,10000,501,2sls,70,0.25,2.0,10000,501,7.5746847393047005
ols,501,10000,STATIC,ols,60,2.5,2.5,10000,501,ols,60,2.5,2.5,10000,501,7.542381659428543
ols,501,10000,STATIC,ols,130,0.25,2.0,10000,501,ols,130,0.25,2.0,10000,501,7.475379928115736
2sls,501,10000,STATIC,2sls,130,2.0,2.0,10000,501,2sls,130,2.0,2.0,10000,501,7.330733493286509
ols,501,10000,STATIC,ols,150,2.25,2.0,10000,501,ols,150,2.25,2.0,10000,501,7.215059962315459
2sls,501,10000,STATIC,2sls,140,2.25,2.0,10000,501,2sls,140,2.25,2.0,10000,501,6.885826029261981
ols,501,10000,STATIC,ols,110,2.0,2.0,10000,501,ols,110,2.0,2.0,10000,501,6.877408004875825
ols,501,10000,STATIC,ols,70,1.0,2.0,10000,501,ols,70,1.0,2.0,10000,501,6.770013016389498
ols,501,10000,STATIC,ols,150,2.5,2.5,10000,501,ols,150,2.5,2.5,10000,501,6.768174806826085
2sls,501,10000,STATIC,2sls,60,0.75,3.0,10000,501,2sls,60,0.75,3.0,10000,501,6.681878744684937
ols,501,10000,STATIC,ols,60,0.5,4.0,10000,501,ols,60,0.5,4.0,10000,501,6.602406287366996
2sls,501,10000,STATIC,2sls,90,1.25,2.0,10000,501,2sls,90,1.25,2.0,10000,501,6.591535982585434
ols,501,10000,STATIC,ols,70,0.25,2.0,10000,501,ols,70,0.25,2.0,10000,501,6.474184101928259
ols,501,10000,STATIC,ols,100,0.75,2.0,10000,501,ols,100,0.75,2.0,10000,501,6.446512033629091
ols,501,10000,STATIC,ols,60,0.5,3.5,10000,501,ols,60,0.5,3.5,10000,501,6.3610500452103835
2sls,501,10000,STATIC,2sls,150,2.25,2.0,10000,501,2sls,150,2.25,2.0,10000,501,6.153857502091681
ols,501,10000,STATIC,ols,60,0.75,3.0,10000,501,ols,60,0.75,3.0,10000,501,6.08089954825892
2sls,501,10000,STATIC,2sls,60,0.5,4.0,10000,501,2sls,60,0.5,4.0,10000,501,6.032010288870126
2sls,501,10000,STATIC,2sls,70,1.5,2.0,10000,501,2sls,70,1.5,2.0,10000,501,6.030258113616842
2sls,501,10000,STATIC,2sls,90,2.0,2.0,10000,501,2sls,90,2.0,2.0,10000,501,5.676159416537395
ols,501,10000,STATIC,ols,80,2.5,2.5,10000,501,ols,80,2.5,2.5,10000,501,5.6308694659011955
2sls,501,10000,STATIC,2sls,120,2.5,2.5,10000,501,2sls,120,2.5,2.5,10000,501,5.471543705255147
2sls,501,10000,STATIC,2sls,100,2.5,2.5,10000,501,2sls,100,2.5,2.5,10000,501,5.365730152779861
2sls,501,10000,STATIC,2sls,60,0.5,3.5,10000,501,2sls,60,0.5,3.5,10000,501,5.342628431672601
2sls,501,10000,STATIC,2sls,60,1.5,4.0,10000,501,2sls,60,1.5,4.0,10000,501,5.332692538188283
2sls,501,10000,STATIC,2sls,70,2.5,2.5,10000,501,2sls,70,2.5,2.5,10000,501,5.282818429818402
ols,501,10000,STATIC,ols,60,1.5,4.0,10000,501,ols,60,1.5,4.0,10000,501,4.954416990643537
2sls,501,10000,STATIC,2sls,80,2.25,2.5,10000,501,2sls,80,2.25,2.5,10000,501,4.953636363058596
ols,501,10000,STATIC,ols,70,1.5,2.0,10000,501,ols,70,1.5,2.0,10000,501,4.843480643829086
ols,501,10000,STATIC,ols,70,2.5,2.5,10000,501,ols,70,2.5,2.5,10000,501,4.839173642581613
ols,501,10000,STATIC,ols,60,1.5,3.5,10000,501,ols,60,1.5,3.5,10000,501,4.720161016237078
2sls,501,10000,STATIC,2sls,60,1.5,3.5,10000,501,2sls,60,1.5,3.5,10000,501,4.657270114578161
ols,501,10000,STATIC,ols,140,2.25,2.0,10000,501,ols,140,2.25,2.0,10000,501,4.612632879838857
ols,501,10000,STATIC,ols,70,1.25,2.0,10000,501,ols,70,1.25,2.0,10000,501,4.59875642713083
2sls,501,10000,STATIC,2sls,140,2.5,2.5,10000,501,2sls,140,2.5,2.5,10000,501,4.594297220449025
2sls,501,10000,STATIC,2sls,70,0.5,2.0,10000,501,2sls,70,0.5,2.0,10000,501,4.505389852092669
2sls,501,10000,STATIC,2sls,110,0.75,2.0,10000,501,2sls,110,0.75,2.0,10000,501,4.307877321991562
ols,501,10000,STATIC,ols,60,0.5,3.0,10000,501,ols,60,0.5,3.0,10000,501,4.2946366773188345
2sls,501,10000,STATIC,2sls,70,1.25,2.0,10000,501,2sls,70,1.25,2.0,10000,501,4.2101130621216925
2sls,501,10000,STATIC,2sls,100,0.75,2.0,10000,501,2sls,100,0.75,2.0,10000,501,4.054508045495652
2sls,501,10000,STATIC,2sls,60,0.5,3.0,10000,501,2sls,60,0.5,3.0,10000,501,4.023774219726064
ols,501,10000,STATIC,ols,150,2.0,2.0,10000,501,ols,150,2.0,2.0,10000,501,3.7789981689434633
ols,501,10000,STATIC,ols,70,2.25,2.0,10000,501,ols,70,2.25,2.0,10000,501,3.592045545646217
ols,501,10000,STATIC,ols,60,1.0,4.0,10000,501,ols,60,1.0,4.0,10000,501,3.5542364796582078
ols,501,10000,STATIC,ols,60,1.75,2.5,10000,501,ols,60,1.75,2.5,10000,501,3.548612774844649
2sls,501,10000,STATIC,2sls,60,1.0,4.0,10000,501,2sls,60,1.0,4.0,10000,501,3.493078722458428
2sls,501,10000,STATIC,2sls,100,1.75,2.0,10000,501,2sls,100,1.75,2.0,10000,501,3.4541186063119547
2sls,501,10000,STATIC,2sls,70,2.25,2.0,10000,501,2sls,70,2.25,2.0,10000,501,3.416425030301321
ols,501,10000,STATIC,ols,60,1.0,3.5,10000,501,ols,60,1.0,3.5,10000,501,3.3219084942289285
ols,501,10000,STATIC,ols,70,0.5,2.0,10000,501,ols,70,0.5,2.0,10000,501,3.2123638851441996
ols,501,10000,STATIC,ols,100,1.75,2.0,10000,501,ols,100,1.75,2.0,10000,501,3.1952986909443553
2sls,501,10000,STATIC,2sls,60,1.5,3.0,10000,501,2sls,60,1.5,3.0,10000,501,3.10705233174869
ols,501,10000,STATIC,ols,110,0.75,2.0,10000,501,ols,110,0.75,2.0,10000,501,2.9582817340807352
ols,501,10000,STATIC,ols,140,2.5,2.5,10000,501,ols,140,2.5,2.5,10000,501,2.9035174268396133
2sls,501,10000,STATIC,2sls,130,2.5,2.5,10000,501,2sls,130,2.5,2.5,10000,501,2.852662848601227
ols,501,10000,STATIC,ols,140,2.0,2.0,10000,501,ols,140,2.0,2.0,10000,501,2.8490114825145483
2sls,501,10000,STATIC,2sls,60,1.0,3.5,10000,501,2sls,60,1.0,3.5,10000,501,2.82565174277763
ols,501,10000,STATIC,ols,60,0.25,2.0,10000,501,ols,60,0.25,2.0,10000,501,2.7950296297258035
